OSEBuildingID,Buildingtype,Primarypropertytype,Neighborhood,Propertygfaparking,Propertygfabuilding(S),Largestpropertyusetype,Largestpropertyusetypegfa,Energystarscore,Sourceeui(Kbtu/Sf),Siteenergyuse(Kbtu),Steamuse(Kbtu),Totalghgemissions,Ghgemissionsintensity,Latitude,Longitude,BuiltAge,avg_building,avg_floor,Allpropertynumber
21808,Residential,Mid-Rise Multifamily,EAST,0,26088,Multifamily Housing,26088.0,83.0,74.8,827618.0,0.0,20.07,0.68,47.61798779,-122.327097,20,26088.0,26088.0,1
21811,Residential,Mid-Rise Multifamily,DOWNTOWN,0,48092,Multifamily Housing,28366.0,86.0,89.4,1037696.0,0.0,7.23,0.06,47.59949581,-122.3345841,115,48092.0,48092.0,3
21812,Residential,Mid-Rise Multifamily,DOWNTOWN,0,34023,Multifamily Housing,34023.0,89.0,69.8,873648.0,0.0,14.24,0.33,47.61466365,-122.3500925,101,34023.0,34023.0,1
21813,Residential,Low-Rise Multifamily,BALLARD,0,45421,Multifamily Housing,41595.0,52.0,87.8,1245181.0,0.0,14.4,0.21,47.69092397,-122.3717876,35,45421.0,45421.0,1
21822,NonResidential,"Distribution Center
",LAKE UNION,0,28080,Distribution Center,25580.0,68.14306878306878,56.4,615573.0,0.0,12.0,0.36,47.65766491,-122.3427239,103,28080.0,28080.0,2
21824,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,12295,48306,Multifamily Housing,48306.0,93.0,62.6,963463.0,0.0,6.72,0.04,47.65314484,-122.3893371,42,60601.0,60601.0,2
21825,Residential,Other,MAGNOLIA / QUEEN ANNE,0,32054,Other,27000.0,68.14306878306878,92.0,791154.0,0.0,5.52,0.07,47.65246456,-122.387786,46,32054.0,32054.0,2
21826,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,29222,Multifamily Housing,28000.0,54.0,92.1,820852.0,0.0,5.72,0.07,47.65323975,-122.3885394,45,29222.0,29222.0,1
21830,Residential,Mid-Rise Multifamily,EAST,0,27468,Multifamily Housing,23600.0,68.14306878306878,127.9,1202081.0,0.0,16.61,0.44,47.61388,-122.317611,7,27468.0,27468.0,3
21836,Residential,Low-Rise Multifamily,LAKE UNION,16553,44674,Multifamily Housing,44674.0,94.0,79.2,1126457.0,0.0,7.85,0.05,47.65868773,-122.3426832,26,61227.0,61227.0,2
21838,Residential,Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,30236,Multifamily Housing,30236.0,64.0,99.2,955641.0,0.0,6.66,0.08,47.62426863,-122.3642767,18,30236.0,30236.0,2
21839,Residential,Mid-Rise Multifamily,DOWNTOWN,106026,214625,Not available,0.0,61.0,89.0,6759471.0,0.0,94.03,0.22,47.61328125,-122.34975433,25,320651.0,320651.0,1
21852,Residential,Low-Rise Multifamily,EAST,38,45197,Multifamily Housing,45235.0,65.0,66.6,959183.0,0.0,6.69,0.06,47.64088835,-122.3197367,30,45235.0,45235.0,1
21859,Residential,Mid-Rise Multifamily,EAST,0,65604,Multifamily Housing,65604.0,74.0,81.0,1692323.0,0.0,11.8,0.07,47.60588901,-122.3177103,13,65604.0,65604.0,1
21871,Residential,Low-Rise Multifamily,NORTHWEST,0,35837,Multifamily Housing,28356.0,62.0,97.8,1070493.0,0.0,7.46,0.08,47.69082719,-122.3509087,15,35837.0,35837.0,2
21877,Residential,Low-Rise Multifamily,NORTHWEST,0,41567,Multifamily Housing,40924.0,90.0,69.3,902694.0,0.0,6.29,0.06,47.72572908,-122.3561765,47,41567.0,41567.0,1
21879,NonResidential,Senior Care Community,NORTHWEST,0,51298,Senior Care Community,51298.0,81.0,213.0,6297193.0,0.0,239.17,4.49,47.72620398,-122.3564757,61,51298.0,51298.0,1
21880,Residential,High-Rise Multifamily,NORTHWEST,0,284970,Multifamily Housing,256413.0,87.0,74.7,11614819.0,0.0,463.12,1.57,47.72053335,-122.3566046,25,284970.0,284970.0,1
21884,Residential,Low-Rise Multifamily,NORTHWEST,0,116143,Multifamily Housing,113346.0,83.0,78.9,2849048.0,0.0,19.86,0.07,47.72688881,-122.3563663,48,116143.0,116143.0,1
21885,Residential,Low-Rise Multifamily,NORTHWEST,6750,37906,Multifamily Housing,44656.0,83.0,74.6,1060846.0,0.0,7.4,0.06,47.72753924,-122.3561114,39,44656.0,44656.0,1
21886,Residential,Low-Rise Multifamily,NORTHWEST,0,26159,Multifamily Housing,25950.0,77.0,81.2,671459.0,0.0,4.68,0.07,47.72526565,-122.3560613,47,26159.0,26159.0,1
21893,NonResidential,Non-Refrigerated Warehouse,GREATER DUWAMISH,0,31600,Non-Refrigerated Warehouse,31600.0,2.0,213.6,3113412.0,0.0,88.53,2.58,47.52183151,-122.32133484,36,31600.0,31600.0,1
21894,NonResidential,Non-Refrigerated Warehouse,GREATER DUWAMISH,0,35289,Non-Refrigerated Warehouse,35289.0,52.0,60.6,821046.0,0.0,15.43,0.36,47.51992759,-122.3212647,8,35289.0,35289.0,1
21896,NonResidential,Non-Refrigerated Warehouse,GREATER DUWAMISH,0,28920,Non-Refrigerated Warehouse,30000.0,47.0,80.1,1773880.0,0.0,82.28,2.81,47.51893997,-122.32105255,34,28920.0,28920.0,1
21897,NonResidential,Non-Refrigerated Warehouse,GREATER DUWAMISH,0,22176,Non-Refrigerated Warehouse,22176.0,78.0,33.3,499887.0,0.0,21.85,0.97,47.51912749,-122.321168,37,22176.0,22176.0,1
21898,NonResidential,Non-Refrigerated Warehouse,GREATER DUWAMISH,0,31300,Non-Refrigerated Warehouse,31300.0,91.0,23.9,304248.0,0.0,6.71,0.19,47.51967239,-122.32104492,37,31300.0,31300.0,1
21902,NonResidential,Non-Refrigerated Warehouse,GREATER DUWAMISH,0,22000,Non-Refrigerated Warehouse,22000.0,11.0,104.3,731092.0,0.0,5.1,0.09,47.51917763,-122.3196011,36,22000.0,22000.0,2
21904,NonResidential,Small- and Mid-Sized Office,NORTH,0,39927,Office,39541.0,43.0,269.5,3393302.0,0.0,23.66,0.23,47.7007902,-122.3272232,41,39927.0,39927.0,2
21905,NonResidential,Other,NORTH,0,30610,Other - Recreation,23320.0,68.14306878306878,292.1,4467292.0,0.0,143.45,4.4,47.69883113,-122.3247376,36,30610.0,30610.0,2
21907,NonResidential,Medical Office,NORTH,6350,20580,Medical Office,26930.0,62.0,123.8,1062109.0,0.0,7.4,0.11,47.70007386,-122.3252445,35,26930.0,26930.0,1
21909,NonResidential,Medical Office,NORTH,0,38745,Medical Office,43403.0,57.0,175.6,2808160.0,0.0,46.03,0.94,47.7008481,-122.3237648,47,38745.0,38745.0,2
21913,NonResidential,"Self-Storage Facility
",NORTHEAST,0,20296,Self-Storage Facility,20296.0,68.14306878306878,132.3,855393.0,0.0,5.96,0.11,47.66350353,-122.2949076,56,20296.0,20296.0,1
21916,NonResidential,Mixed Use Property,NORTHEAST,0,22135,Medical Office,10388.0,68.14306878306878,140.1,1261963.0,0.0,25.29,0.97,47.6621067,-122.2930208,70,22135.0,22135.0,4
21917,NonResidential,Medical Office,NORTHEAST,0,38378,Medical Office,35066.0,85.0,99.1,1662723.0,0.0,50.15,1.21,47.66176782,-122.29255,48,38378.0,38378.0,2
21920,NonResidential,Non-Refrigerated Warehouse,NORTHEAST,0,33576,Non-Refrigerated Warehouse,33576.0,22.0,114.9,2069880.0,0.0,72.71,2.06,47.66278765,-122.2953235,35,33576.0,33576.0,1
21921,NonResidential,Supermarket/Grocery Store,NORTHEAST,0,33005,Supermarket/Grocery Store,34982.0,20.0,775.6,11007235.0,0.0,240.79,6.32,47.66208951,-122.2951049,40,33005.0,33005.0,2
21937,Residential,Low-Rise Multifamily,NORTHWEST,0,67910,Multifamily Housing,67910.0,78.0,78.2,1876238.0,0.0,25.85,0.28,47.67888227,-122.3556522,8,67910.0,67910.0,1
21940,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,22208,Not available,0.0,77.0,79.3,561212.0,0.0,3.91,0.07,47.62750504,-122.3479459,50,22208.0,22208.0,1
21941,Residential,High-Rise Multifamily,DOWNTOWN,29236,235003,Multifamily Housing,200837.0,32.0,128.4,11360334.0,0.0,287.05,0.97,47.61641312,-122.35230255,15,264239.0,264239.0,3
21944,Residential,High-Rise Multifamily,EAST,0,231352,Multifamily Housing,231352.0,11.0,130.0,13315803.0,0.0,351.98,1.38,47.61107079,-122.3226057,33,231352.0,231352.0,1
21945,NonResidential,Other,EAST,0,20971,Parking,23483.0,68.14306878306878,332.7,2323265.0,0.0,16.2,0.3,47.61071585,-122.3225669,34,20971.0,20971.0,4
21946,Residential,Mid-Rise Multifamily,DOWNTOWN,0,43884,Not available,0.0,76.0,75.4,1450054.0,0.0,37.54,0.77,47.61010755,-122.3385838,102,43884.0,43884.0,1
21950,Residential,Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,45715,Multifamily Housing,32831.0,18.0,119.3,1247361.0,0.0,8.7,0.07,47.62378555,-122.3641896,15,45715.0,45715.0,1
21951,Residential,Mixed Use Property,NORTH,124061,490053,Parking,124061.0,68.14306878306878,192.7,12480984.0,0.0,223.43,0.3,47.70806885,-122.32260132,7,614114.0,614114.0,3
21954,Residential,Low-Rise Multifamily,GREATER DUWAMISH,3164,28874,Multifamily Housing,32038.0,49.0,102.7,1171380.0,0.0,16.71,0.39,47.55048046,-122.2881537,10,32038.0,32038.0,1
21955,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,0,23910,Office,20000.0,68.14306878306878,100.5,870046.0,0.0,13.35,0.43,47.63982634,-122.3990624,88,23910.0,23910.0,2
21958,Residential,High-Rise Multifamily,EAST,0,151680,Multifamily Housing,151680.0,38.0,107.4,10410955.0,0.0,434.48,2.79,47.61221496,-122.3297728,58,151680.0,151680.0,2
21964,NonResidential,Worship Facility,BALLARD,0,21765,Worship Facility,21765.0,73.0,36.7,490743.0,0.0,19.79,0.88,47.67478203,-122.3824943,105,21765.0,21765.0,1
22025,Residential,Low-Rise Multifamily,BALLARD,0,24032,Not available,0.0,68.14306878306878,65.0,497636.0,0.0,3.47,0.06,47.67143425,-122.3868096,38,24032.0,24032.0,1
22034,Residential,Low-Rise Multifamily,BALLARD,0,27553,Multifamily Housing,27553.0,64.0,87.5,767720.0,0.0,5.35,0.07,47.67115398,-122.3851257,30,27553.0,27553.0,1
22039,Residential,Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,305537,Multifamily Housing,240477.0,98.0,77.0,8459804.0,0.0,236.78,0.71,47.62671736,-122.3427366,1,305537.0,305537.0,2
22046,Residential,Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,113092,260572,Multifamily Housing,180788.0,93.0,68.9,7697400.0,0.0,312.43,0.81,47.62760437,-122.3416522,10,373664.0,373664.0,1
22058,Residential,Low-Rise Multifamily,CENTRAL,27464,122307,Multifamily Housing,141603.0,27.0,124.1,6040837.0,0.0,50.56,0.17,47.60962452,-122.3163951,15,149771.0,149771.0,3
22066,Residential,Low-Rise Multifamily,CENTRAL,0,24316,Multifamily Housing,20316.0,54.0,128.3,1148834.0,0.0,30.1,1.12,47.61241097,-122.3144627,106,24316.0,24316.0,2
22078,NonResidential,Worship Facility,CENTRAL,0,26560,Worship Facility,26560.0,1.0,121.4,1941086.0,0.0,76.89,2.8,47.6096974,-122.3085133,114,26560.0,26560.0,1
22107,Residential,Low-Rise Multifamily,EAST,6841,31659,Multifamily Housing,31659.0,94.0,70.7,1494169.0,0.0,64.57,1.64,47.62518281,-122.3193858,85,38500.0,38500.0,2
22110,Residential,High-Rise Multifamily,EAST,0,90000,Multifamily Housing,90000.0,91.0,69.6,4078339.0,0.0,172.84,1.88,47.61016083,-122.32481384,85,90000.0,90000.0,2
22113,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,46184,Multifamily Housing,30430.0,28.0,173.4,1966424.0,0.0,13.71,0.11,47.63201108,-122.3569734,19,46184.0,46184.0,3
22115,Residential,Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,20598,Multifamily Housing,20598.0,74.0,94.0,616749.0,0.0,4.3,0.08,47.63022112,-122.3466443,48,20598.0,20598.0,1
22116,Residential,High-Rise Multifamily,DOWNTOWN,0,224105,Multifamily Housing,196689.0,68.14306878306878,95.4,7969653.0,0.0,184.83,0.73,47.61767795,-122.3524127,7,224105.0,224105.0,4
22118,Residential,Low-Rise Multifamily,GREATER DUWAMISH,0,80155,Multifamily Housing,77823.0,89.0,59.5,1973429.0,0.0,48.35,0.54,47.56214693,-122.2947155,11,80155.0,80155.0,1
22122,Residential,Low-Rise Multifamily,EAST,6030,52578,Multifamily Housing,52578.0,52.0,105.4,3888945.0,0.0,174.37,2.92,47.61612581,-122.3118594,86,58608.0,58608.0,2
22123,Residential,Mid-Rise Multifamily,EAST,0,32989,Multifamily Housing,48560.0,92.0,61.9,1192100.0,0.0,24.56,0.63,47.62059352,-122.3236988,21,32989.0,32989.0,1
22135,Residential,Low-Rise Multifamily,SOUTHEAST,0,25174,Multifamily Housing,25174.0,32.0,102.2,819187.0,0.0,5.71,0.09,47.54288291,-122.2733993,48,25174.0,25174.0,1
22136,Residential,Low-Rise Multifamily,SOUTHEAST,0,52228,Multifamily Housing,52228.0,48.0,97.1,1615569.0,0.0,11.26,0.08,47.54284492,-122.273949,32,52228.0,52228.0,1
22139,NonResidential,Retail Store,GREATER DUWAMISH,0,38845,Retail Store,38845.0,84.0,348.2,6454983.0,0.0,193.87,4.63,47.53847674,-122.2828621,23,38845.0,38845.0,2
22142,NonResidential,Supermarket/Grocery Store,GREATER DUWAMISH,0,26092,Supermarket/Grocery Store,25946.0,48.0,687.2,7067404.0,0.0,145.57,4.76,47.53747211,-122.2830397,62,26092.0,26092.0,2
22149,Education,K-12 School,NORTH,0,38582,K-12 School,40374.0,88.0,79.8,1729493.0,0.0,60.79,1.5,47.70716999,-122.2846645,60,38582.0,38582.0,1
22150,Residential,Low-Rise Multifamily,GREATER DUWAMISH,756,50649,Multifamily Housing,50649.0,65.0,80.1,1836671.0,0.0,50.54,0.9,47.56318603,-122.2953502,9,51405.0,51405.0,2
22163,NonResidential,Retail Store,GREATER DUWAMISH,0,25500,Not available,0.0,85.0,72.8,1207866.0,0.0,49.55,1.89,47.55046848,-122.3274704,48,25500.0,25500.0,1
22165,NonResidential,Non-Refrigerated Warehouse,GREATER DUWAMISH,0,41895,Non-Refrigerated Warehouse,37524.0,68.14306878306878,87.2,1412993.0,0.0,30.57,0.63,47.54780017,-122.3230797,54,41895.0,41895.0,2
22166,NonResidential,Retail Store,GREATER DUWAMISH,0,56193,Retail Store,56193.0,38.0,115.4,2474457.0,0.0,45.68,0.67,47.54919217,-122.3219868,57,56193.0,56193.0,1
22170,Residential,Mid-Rise Multifamily,DOWNTOWN,0,66459,Multifamily Housing,48409.0,40.0,142.3,2999208.0,0.0,46.7,0.54,47.61030771,-122.33826488,13,66459.0,66459.0,2
22172,Residential,Low-Rise Multifamily,BALLARD,7725,18947,Not available,0.0,68.14306878306878,79.8,481492.0,0.0,3.36,0.05,47.67578585,-122.3880582,36,26672.0,26672.0,1
22194,Residential,Low-Rise Multifamily,BALLARD,9611,35346,Multifamily Housing,30044.0,72.0,96.6,924068.0,0.0,6.44,0.05,47.67504326,-122.3753061,29,44957.0,44957.0,2
22210,Residential,Low-Rise Multifamily,BALLARD,9648,32753,Multifamily Housing,32753.0,72.0,92.9,968551.0,0.0,6.75,0.06,47.67286614,-122.3751107,24,42401.0,42401.0,2
22223,NonResidential,K-12 School,BALLARD,0,35448,K-12 School,35448.0,93.0,65.1,1657201.0,0.0,75.48,2.1,47.67054427,-122.3745471,93,35448.0,35448.0,1
22230,NonResidential,Supermarket/Grocery Store,BALLARD,0,29214,Supermarket/Grocery Store,29214.0,13.0,751.4,8739511.0,0.0,182.11,5.33,47.66960543,-122.3747715,49,29214.0,29214.0,1
22238,Residential,Low-Rise Multifamily,BALLARD,10616,21176,Multifamily Housing,21176.0,70.0,101.7,685764.0,0.0,4.78,0.06,47.66840619,-122.3714667,35,31792.0,31792.0,2
22239,Residential,Low-Rise Multifamily,BALLARD,11065,19789,Multifamily Housing,25288.0,22.0,94.6,929628.0,0.0,6.48,0.08,47.6680865,-122.3712379,19,30854.0,30854.0,2
22240,NonResidential,Supermarket/Grocery Store,BALLARD,43035,46068,Supermarket/Grocery Store,47034.0,32.0,680.1,13943008.0,0.0,357.52,3.61,47.6682729,-122.3742623,15,89103.0,89103.0,2
22252,NonResidential,Other,BALLARD,0,32000,Other - Recreation,29880.0,68.14306878306878,61.5,1136405.0,0.0,39.73,1.18,47.66622062,-122.3746623,54,32000.0,32000.0,2
22259,NonResidential,Mixed Use Property,BALLARD,0,31140,Other,14840.0,68.14306878306878,45.2,912592.0,0.0,38.56,1.21,47.66431539,-122.3730423,105,31140.0,31140.0,3
22261,NonResidential,Non-Refrigerated Warehouse,BALLARD,0,41478,Non-Refrigerated Warehouse,31932.0,2.0,172.8,3234871.0,0.0,88.54,1.95,47.66431539,-122.3730423,40,41478.0,41478.0,2
22264,NonResidential,Non-Refrigerated Warehouse,BALLARD,0,39840,Non-Refrigerated Warehouse,39840.0,2.0,65.3,827937.0,0.0,5.77,0.06,47.66440226,-122.3724793,35,39840.0,39840.0,1
22267,Residential,Low-Rise Multifamily,BALLARD,0,24828,Multifamily Housing,24828.0,39.0,106.8,2055534.0,0.0,98.28,3.92,47.67142845,-122.3844528,87,24828.0,24828.0,1
22279,Residential,Low-Rise Multifamily,BALLARD,10604,32776,Multifamily Housing,27860.0,65.0,86.7,769148.0,0.0,5.36,0.05,47.67114563,-122.3843161,28,43380.0,43380.0,1
22282,Residential,Low-Rise Multifamily,BALLARD,0,36248,Multifamily Housing,36248.0,62.0,88.5,1021903.0,0.0,7.12,0.08,47.67140273,-122.3799353,31,36248.0,36248.0,1
22290,Residential,Low-Rise Multifamily,BALLARD,0,26347,Multifamily Housing,26347.0,36.0,104.4,875789.0,0.0,6.11,0.09,47.67039651,-122.3774516,30,26347.0,26347.0,1
22294,Residential,Mid-Rise Multifamily,BALLARD,0,53041,Multifamily Housing,53041.0,89.0,81.1,2136086.0,0.0,68.05,1.2,47.6704087,-122.3797743,26,53041.0,53041.0,1
22308,Residential,Mid-Rise Multifamily,BALLARD,0,52926,Multifamily Housing,52926.0,41.0,153.8,2926166.0,0.0,43.56,0.63,47.66968399,-122.3897334,46,52926.0,52926.0,1
22312,NonResidential,Other,BALLARD,15576,15000,Library,15000.0,68.14306878306878,183.8,1241865.0,0.0,21.3,0.56,47.66984275,-122.3843366,11,30576.0,30576.0,2
22314,Residential,Mid-Rise Multifamily,BALLARD,12220,33850,Multifamily Housing,33850.0,93.0,79.1,852840.0,0.0,5.95,0.05,47.6699481,-122.3812607,16,46070.0,46070.0,1
22323,Residential,Mid-Rise Multifamily,BALLARD,12083,28657,Multifamily Housing,24572.0,68.14306878306878,78.4,715064.0,0.0,4.98,0.05,47.66925377,-122.3804452,22,40740.0,40740.0,3
22327,NonResidential,Other,BALLARD,0,21528,Social/Meeting Hall,21528.0,68.14306878306878,34.5,297715.0,0.0,6.31,0.25,47.6689415,-122.3824234,91,21528.0,21528.0,1
22332,NonResidential,Other,BALLARD,0,30000,Strip Mall,25828.0,68.14306878306878,130.5,1140620.0,0.0,12.63,0.27,47.66897819,-122.3860943,87,30000.0,30000.0,2
22334,Residential,Mid-Rise Multifamily,BALLARD,117799,126129,Multifamily Housing,228299.0,89.0,100.2,9308471.0,0.0,190.58,0.67,47.66843251,-122.378038,7,243928.0,243928.0,3
22339,Residential,Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,28879,Multifamily Housing,24070.0,98.0,67.8,519573.0,0.0,3.62,0.05,47.624945,-122.3646639,12,28879.0,28879.0,1
22340,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,20406,Multifamily Housing,20406.0,94.0,63.9,569115.0,0.0,14.65,0.65,47.62378523,-122.3583698,18,20406.0,20406.0,1
22347,Residential,Mid-Rise Multifamily,DOWNTOWN,0,34909,Multifamily Housing,34909.0,90.0,65.4,727036.0,0.0,5.07,0.06,47.60847473,-122.34178925,105,34909.0,34909.0,1
22351,Residential,Mid-Rise Multifamily,DOWNTOWN,0,201656,Multifamily Housing,152893.0,74.0,76.1,4058492.0,0.0,28.29,0.05,47.59767483,-122.3336693,106,201656.0,201656.0,2
22352,Residential,Low-Rise Multifamily,NORTHWEST,0,82486,Not available,0.0,68.14306878306878,70.3,1954442.0,0.0,50.11,0.55,47.67890295,-122.3239988,8,82486.0,82486.0,1
22353,Residential,Low-Rise Multifamily,SOUTHEAST,0,45201,Multifamily Housing,45201.0,60.0,101.0,1454465.0,0.0,10.14,0.09,47.5355398,-122.2705891,56,45201.0,45201.0,1
22354,Residential,Low-Rise Multifamily,SOUTHEAST,0,43330,Multifamily Housing,43330.0,42.0,100.3,1383950.0,0.0,9.65,0.09,47.53627498,-122.2707377,53,43330.0,43330.0,1
22356,Residential,Low-Rise Multifamily,CENTRAL,0,32112,Multifamily Housing,26756.0,100.0,51.0,507217.0,0.0,8.57,0.21,47.61821633,-122.3077991,19,32112.0,32112.0,1
22361,Residential,Mid-Rise Multifamily,SOUTHWEST,0,29888,Multifamily Housing,29888.0,52.0,93.9,1078936.0,0.0,20.32,0.56,47.55952254,-122.3838375,10,29888.0,29888.0,1
22363,Residential,Low-Rise Multifamily,NORTH,0,47647,Multifamily Housing,47647.0,45.0,98.7,1497021.0,0.0,10.44,0.08,47.71969732,-122.3188489,27,47647.0,47647.0,1
22371,Residential,High-Rise Multifamily,EAST,0,31152,Multifamily Housing,25968.0,26.0,142.2,1247972.0,0.0,13.7,0.28,47.62271348,-122.3275069,23,31152.0,31152.0,2
22372,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,23210,Multifamily Housing,21788.0,79.0,80.3,557193.0,0.0,3.88,0.06,47.63164635,-122.345876,31,23210.0,23210.0,2
22390,Residential,Low-Rise Multifamily,LAKE UNION,0,27533,Multifamily Housing,27533.0,66.0,80.9,848497.0,0.0,15.53,0.46,47.6524599,-122.3502912,36,27533.0,27533.0,1
22395,Residential,Low-Rise Multifamily,SOUTHEAST,0,30216,Multifamily Housing,30216.0,65.0,95.1,914670.0,0.0,6.38,0.08,47.5562439,-122.28669739,46,30216.0,30216.0,1
22397,Residential,Mid-Rise Multifamily,DOWNTOWN,3029,32335,Multifamily Housing,23125.0,100.0,42.4,620789.0,0.0,21.02,0.56,47.59801483,-122.32598877,16,35364.0,35364.0,3
22414,Residential,Low-Rise Multifamily,BALLARD,0,41076,Multifamily Housing,41046.0,90.0,68.3,892227.0,0.0,6.22,0.06,47.66643989,-122.3798921,55,41076.0,41076.0,1
22418,Residential,Low-Rise Multifamily,BALLARD,0,24948,Multifamily Housing,24948.0,99.0,72.2,573395.0,0.0,4.0,0.06,47.66671601,-122.3804406,55,24948.0,24948.0,1
22420,NonResidential,Other,BALLARD,0,30087,Other,30554.0,68.14306878306878,537.3,5227992.0,0.0,36.45,0.46,47.67483387,-122.3731731,73,30087.0,30087.0,1
22438,NonResidential,Worship Facility,BALLARD,0,84595,Worship Facility,40445.0,44.0,75.2,1417778.0,0.0,41.06,0.45,47.66327432,-122.3744499,40,84595.0,84595.0,1
22440,NonResidential,Retail Store,BALLARD,0,23500,Retail Store,23500.0,48.0,148.4,1152890.0,0.0,10.97,0.27,47.66320164,-122.3727264,19,23500.0,23500.0,1
22441,NonResidential,Small- and Mid-Sized Office,BALLARD,0,37448,Office,37448.0,88.0,179.6,2547582.0,0.0,45.9,1.0,47.66247704,-122.3695606,36,37448.0,37448.0,1
22454,NonResidential,Retail Store,BALLARD,0,22420,Retail Store,23067.0,79.0,156.3,1482752.0,0.0,33.54,1.31,47.67511967,-122.3654536,48,22420.0,22420.0,1
22460,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,23728,Multifamily Housing,23728.0,92.0,68.6,518314.0,0.0,3.61,0.06,47.65659801,-122.3877996,47,23728.0,23728.0,1
22470,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,13883,28880,Multifamily Housing,28880.0,68.0,94.5,955223.0,0.0,12.62,0.21,47.64820491,-122.3829798,8,42763.0,42763.0,2
22479,NonResidential,Supermarket/Grocery Store,MAGNOLIA / QUEEN ANNE,0,25842,Supermarket/Grocery Store,25987.0,19.0,821.6,9501494.0,0.0,253.53,8.9,47.64947283,-122.377859,54,25842.0,25842.0,1
22480,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,0,26389,Office,16766.0,68.14306878306878,135.7,1140137.0,0.0,7.95,0.12,47.65015749,-122.3778606,23,26389.0,26389.0,2
22486,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,0,25859,Office,25859.0,82.0,100.7,957632.0,0.0,15.6,0.48,47.65251735,-122.375861,33,25859.0,25859.0,2
22502,NonResidential,Non-Refrigerated Warehouse,MAGNOLIA / QUEEN ANNE,0,25600,Non-Refrigerated Warehouse,20600.0,1.0,158.6,1631031.0,0.0,34.81,1.17,47.66217902,-122.3877672,41,25600.0,25600.0,2
22509,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,8399,33385,Office,33385.0,86.0,129.8,1380283.0,0.0,9.62,0.09,47.66078697,-122.385871,7,41784.0,41784.0,2
22511,NonResidential,Non-Refrigerated Warehouse,MAGNOLIA / QUEEN ANNE,0,56884,Non-Refrigerated Warehouse,56884.0,74.0,48.8,1261725.0,0.0,34.92,0.56,47.66189649,-122.3890124,55,56884.0,56884.0,1
22512,Residential,Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,34582,Multifamily Housing,17334.0,68.14306878306878,182.5,1007254.0,0.0,7.02,0.08,47.6416853,-122.3757951,15,34582.0,34582.0,2
22517,Residential,Low-Rise Multifamily,BALLARD,8241,15594,Multifamily Housing,23835.0,95.0,71.5,542882.0,0.0,3.78,0.06,47.69109253,-122.3750444,27,23835.0,23835.0,2
22519,NonResidential,Retail Store,BALLARD,0,32810,Retail Store,32810.0,66.0,146.7,1983755.0,0.0,45.07,1.2,47.69169639,-122.3761399,26,32810.0,32810.0,1
22521,Residential,Low-Rise Multifamily,CENTRAL,11544,30716,Multifamily Housing,30716.0,70.0,83.0,811537.0,0.0,5.66,0.05,47.6192659,-122.3077526,16,42260.0,42260.0,2
22524,Residential,Low-Rise Multifamily,CENTRAL,0,22704,Multifamily Housing,22704.0,78.0,78.6,1327591.0,0.0,61.88,2.69,47.61991599,-122.3077229,105,22704.0,22704.0,1
22550,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,28674,Multifamily Housing,28674.0,89.0,69.8,695059.0,0.0,8.81,0.22,47.64398815,-122.3751739,52,28674.0,28674.0,1
22553,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,21240,Multifamily Housing,21240.0,82.0,71.7,484875.0,0.0,3.38,0.06,47.64136213,-122.3744804,53,21240.0,21240.0,1
22569,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,115575,Multifamily Housing,115575.0,73.0,86.5,4172258.0,0.0,97.61,0.74,47.65495246,-122.3745599,25,115575.0,115575.0,1
22574,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,0,20022,Office,20784.0,80.0,100.1,662785.0,0.0,4.62,0.09,47.65503237,-122.3739747,54,20022.0,20022.0,1
22577,NonResidential,"Distribution Center
",MAGNOLIA / QUEEN ANNE,0,36498,Distribution Center,18229.0,85.0,33.9,507947.0,0.0,12.26,0.3,47.65577157,-122.3726251,55,36498.0,36498.0,2
